City,Cens_2010,Base_2010,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Lat,Lng,State
Pocatello,54255,54236.0,54335.0,54702.0,54779.0,54476.0,54427.0,54775.0,54911.0,55336.0,55982.0,56637.0,42.8621042,-112.4506191, Idaho
Valdosta,54518,54764.0,54977.0,55787.0,57156.0,56088.0,56309.0,55818.0,55846.0,56054.0,56428.0,56457.0,30.8327022,-83.2784851, Georgia
Carson City,55274,55269.0,54981.0,54676.0,54312.0,53726.0,54082.0,54068.0,54147.0,54532.0,55202.0,55916.0,39.1637984,-119.7674034, Nevada
Lake Havasu City,52527,52531.0,52578.0,52789.0,52794.0,52786.0,53030.0,53399.0,53800.0,54380.0,55020.0,55865.0,34.483901,-114.3224548, Arizona
Grand Forks,52838,52920.0,53040.0,52770.0,53576.0,54914.0,55811.0,56535.0,56729.0,56754.0,56637.0,55839.0,47.9252568,-97.0328547, North Dakota
Blue Springs,52575,52593.0,52657.0,52754.0,52977.0,53149.0,53462.0,53998.0,54387.0,54861.0,55126.0,55829.0,39.0169509,-94.2816148, Missouri
Southaven,48982,48979.0,49125.0,49756.0,50407.0,50977.0,51740.0,52529.0,53200.0,54155.0,54979.0,55780.0,34.9918587,-90.0022958, Mississippi
Tinley Park village,56703,56827.0,56882.0,57086.0,57268.0,57372.0,57364.0,57195.0,56929.0,56553.0,56095.0,55773.0,41.5731442,-87.7932939, Illinois
Diamond Bar,55544,55568.0,55588.0,55854.0,56087.0,56233.0,56279.0,56429.0,56581.0,56334.0,56106.0,55720.0,34.0286226,-117.8103367, California
New Brunswick,55181,54500.0,54886.0,55296.0,55404.0,55896.0,55882.0,56009.0,56183.0,56120.0,55878.0,55676.0,40.4878986,-74.4467007, New Jersey
Lenexa,48190,48216.0,48292.0,48865.0,49351.0,50279.0,50924.0,52430.0,53028.0,53557.0,55349.0,55625.0,38.9536174,-94.73357089999999, Kansas
Brookhaven,(X),49640.0,49688.0,50147.0,50942.0,51479.0,51990.0,52693.0,53148.0,53630.0,54029.0,55554.0,33.8650186,-84.33712659999999, Georgia
Novato,51904,51869.0,51970.0,52680.0,53221.0,54142.0,54856.0,55406.0,55913.0,55701.0,55640.0,55516.0,38.1074198,-122.5697032, California
Tigard,48035,48205.0,48326.0,49244.0,49818.0,50361.0,50674.0,51060.0,51978.0,53373.0,54652.0,55514.0,45.4186785,-122.7872475, Oregon
Highland,53104,53106.0,53218.0,53671.0,53939.0,54150.0,54325.0,54553.0,54752.0,55198.0,55311.0,55417.0,34.1283442,-117.2086513, California
Fountain Valley,55313,55360.0,55470.0,55950.0,56318.0,56601.0,56671.0,56643.0,56423.0,56051.0,55663.0,55357.0,33.7090212,-117.9544069, California
Dearborn Heights,57774,57774.0,57640.0,57278.0,57115.0,56653.0,56596.0,56322.0,56097.0,55873.0,55627.0,55353.0,42.3369816,-83.27326269999999, Michigan
Albany,50158,50142.0,50327.0,50946.0,51017.0,50937.0,51343.0,51659.0,52716.0,53524.0,54518.0,55338.0,44.6365107,-123.1059282, Oregon
Grapevine,46334,46336.0,46610.0,47102.0,48427.0,50117.0,50772.0,51430.0,52055.0,53974.0,53809.0,55281.0,32.9342919,-97.0780654, Texas
Apple Valley,49084,49092.0,49146.0,49492.0,49721.0,49925.0,50195.0,50950.0,51938.0,52390.0,54065.0,55135.0,44.7319094,-93.21772000000001, Minnesota
Chicopee,55298,55307.0,55306.0,55630.0,55840.0,55923.0,56274.0,55820.0,55342.0,55336.0,55424.0,55126.0,42.1487043,-72.6078672, Massachusetts
Hempstead village,53891,54018.0,54081.0,54187.0,54982.0,55476.0,55488.0,55407.0,55367.0,55363.0,55246.0,55113.0,40.6450219,-73.63390869999999, New York
Oak Lawn village,56690,56690.0,56732.0,56924.0,57078.0,57170.0,57106.0,56825.0,56456.0,55983.0,55430.0,55022.0,41.7207793,-87.75322419999999, Illinois
Cathedral City,51200,51230.0,51452.0,52077.0,52478.0,52846.0,53187.0,53516.0,53943.0,54413.0,54793.0,55007.0,33.7805388,-116.4668036, California
Bentonville,35301,35356.0,35859.0,37227.0,38747.0,40472.0,42001.0,44743.0,47166.0,49399.0,51103.0,54909.0,36.3721115,-94.2097146, Arkansas
Stonecrest,(X),50207.0,50256.0,50726.0,51537.0,52084.0,52607.0,53327.0,54037.0,54278.0,54424.0,54903.0,33.7036082,-84.1308562, Georgia
Kettering,56163,56129.0,56131.0,56000.0,55925.0,55798.0,55552.0,55375.0,55244.0,55144.0,55014.0,54855.0,39.68950359999999,-84.1688274, Ohio
Colton,52154,52148.0,52261.0,52712.0,52945.0,53105.0,53706.0,54291.0,54507.0,54680.0,54637.0,54824.0,34.0739016,-117.3136547, California
Anderson,56129,56082.0,56065.0,55798.0,55441.0,55465.0,55252.0,55020.0,54985.0,54898.0,54883.0,54765.0,40.1053196,-85.6802541, Indiana
West Haven,55564,55564.0,55570.0,55510.0,55284.0,55130.0,55289.0,54872.0,54640.0,54841.0,54895.0,54620.0,41.2705484,-72.9469711, Connecticut
Burlington,49963,51079.0,51172.0,51169.0,51198.0,51314.0,51475.0,51867.0,52180.0,53121.0,53911.0,54606.0,36.0956918,-79.43779909999999, North Carolina
Manhattan,52281,52158.0,52526.0,54148.0,56597.0,56101.0,55685.0,56513.0,55241.0,55124.0,54983.0,54604.0,39.18360819999999,-96.57166939999999, Kansas
St. Cloud,35183,37787.0,37983.0,39474.0,41175.0,42504.0,44605.0,46742.0,48578.0,51700.0,54200.0,54579.0,28.2489016,-81.2811801, Florida
Normal town,52497,52549.0,52643.0,53119.0,54025.0,54667.0,54517.0,54294.0,54391.0,54452.0,54629.0,54469.0,40.5142026,-88.9906312, Illinois
Decatur,55683,55786.0,55814.0,55916.0,55837.0,55465.0,55269.0,55027.0,54729.0,54437.0,54364.0,54445.0,34.6059253,-86.9833417, Alabama
Berwyn,56657,56653.0,56671.0,56791.0,56886.0,56914.0,56777.0,56436.0,55986.0,55435.0,54821.0,54391.0,41.85058739999999,-87.7936685, Illinois
Port Arthur,53818,54376.0,54500.0,54905.0,54563.0,54719.0,54529.0,55378.0,55566.0,55433.0,54889.0,54280.0,29.8849504,-93.93994699999999, Texas
Kingsport,48205,52997.0,52953.0,52924.0,52739.0,52817.0,52822.0,52757.0,52521.0,53487.0,54006.0,54127.0,36.548434,-82.5618186, Tennessee
Minnetonka,49734,49735.0,49796.0,50646.0,51232.0,51437.0,51555.0,51739.0,52447.0,52910.0,53883.0,54064.0,44.9211836,-93.4687489, Minnesota
Rosemead,53764,53771.0,53795.0,54022.0,54215.0,54398.0,54429.0,54440.0,54332.0,54221.0,54226.0,54058.0,34.0805651,-118.072846, California
Paramount,54098,54098.0,54104.0,54329.0,54580.0,54854.0,54914.0,54971.0,54789.0,54621.0,54259.0,53955.0,33.8894598,-118.1597911, California
Rocky Mount,57477,57695.0,57680.0,57401.0,56735.0,56300.0,55880.0,55003.0,54992.0,54634.0,54232.0,53922.0,35.9382103,-77.7905339, North Carolina
Yucaipa,51367,51347.0,51474.0,51954.0,52280.0,52546.0,52730.0,52981.0,53186.0,53496.0,53557.0,53921.0,34.033625,-117.0430865, California
Watsonville,51199,51214.0,51278.0,51593.0,51887.0,52412.0,52959.0,53528.0,53774.0,53919.0,53875.0,53856.0,36.910231,-121.7568946, California
Elyria,54533,54526.0,54487.0,54322.0,54162.0,54115.0,54078.0,53917.0,53865.0,53781.0,53797.0,53757.0,41.3683798,-82.10764859999999, Ohio
Leesburg town,42616,42643.0,43067.0,44537.0,46076.0,47713.0,49338.0,50935.0,52495.0,54055.0,53763.0,53727.0,39.1156615,-77.56360149999999, Virginia
Mount Prospect village,54167,55037.0,55082.0,55264.0,55417.0,55602.0,55770.0,55528.0,55156.0,54675.0,54116.0,53719.0,42.0664167,-87.9372908, Illinois
Pinellas Park,49079,49553.0,49532.0,49944.0,50202.0,50532.0,51410.0,51989.0,52615.0,52940.0,53157.0,53637.0,27.8428025,-82.6995443, Florida
Delano,53041,53044.0,53130.0,53620.0,52403.0,52331.0,52447.0,52495.0,52568.0,52877.0,52921.0,53573.0,35.7688425,-119.2470536, California
Bellevue,50137,51520.0,51634.0,51858.0,52407.0,52786.0,52706.0,52956.0,53291.0,53398.0,53494.0,53544.0,41.1543623,-95.9145568, Nebraska
West Sacramento,48744,48744.0,48842.0,49106.0,49528.0,49978.0,51637.0,52431.0,52933.0,53304.0,53601.0,53519.0,38.5804609,-121.530234, California
Apopka,41542,42194.0,42407.0,43765.0,45103.0,46238.0,47796.0,49109.0,50486.0,52277.0,53557.0,53447.0,28.6934076,-81.5322149, Florida
Palm Desert,48445,48449.0,48684.0,49251.0,49775.0,50357.0,50916.0,51552.0,52077.0,52794.0,53129.0,53275.0,33.7222445,-116.3744556, California
Milford,51271,51261.0,51300.0,51376.0,51551.0,51653.0,51973.0,52128.0,52531.0,52816.0,53148.0,53195.0,41.2306979,-73.064036, Connecticut
Little Elm,25898,25892.0,26197.0,27709.0,29023.0,32916.0,35493.0,38438.0,42661.0,45988.0,49644.0,53126.0,33.1626193,-96.9375051, Texas
Revere,51755,51713.0,51845.0,52628.0,53241.0,53694.0,53802.0,53960.0,53942.0,54071.0,53483.0,53073.0,42.4084302,-71.0119948, Massachusetts
Peabody,51251,51266.0,51399.0,51632.0,51904.0,52224.0,52463.0,52629.0,52759.0,52948.0,53092.0,53070.0,42.5278731,-70.9286609, Massachusetts
Wylie,41427,41685.0,42044.0,43597.0,44769.0,45352.0,46439.0,47348.0,48499.0,49536.0,51003.0,53067.0,33.0151201,-96.5388789, Texas
Harrisonburg,48914,48900.0,48993.0,49935.0,51312.0,51537.0,52542.0,52675.0,53542.0,53644.0,53488.0,53016.0,38.4495688,-78.8689155, Virginia
DeSoto,49047,49043.0,49344.0,50196.0,51216.0,51587.0,52046.0,52612.0,53088.0,53533.0,53254.0,52988.0,32.5896998,-96.8570738, Texas
Pensacola,51923,52008.0,52014.0,51848.0,52149.0,52270.0,52434.0,52473.0,52662.0,52525.0,52637.0,52975.0,30.42130899999999,-87.2169149, Florida
Olympia,46478,46884.0,47067.0,47696.0,48089.0,48473.0,49327.0,49849.0,50732.0,51660.0,52508.0,52882.0,47.0378741,-122.9006951, Washington
Edina,47941,47980.0,48037.0,48686.0,49202.0,49501.0,49704.0,50251.0,51428.0,51783.0,52430.0,52857.0,44.8896866,-93.3499489, Minnesota
Wheaton,52894,53045.0,53104.0,53416.0,53576.0,53765.0,53769.0,53736.0,53518.0,53406.0,53108.0,52745.0,41.8664609,-88.1099653, Illinois
West New York town,49708,49710.0,49843.0,50511.0,50853.0,51252.0,51529.0,52540.0,52596.0,52732.0,52668.0,52723.0,40.7860123,-74.0094471, New Jersey
Hoboken,50005,50020.0,50057.0,50769.0,51481.0,52177.0,52463.0,52839.0,53649.0,53662.0,53134.0,52677.0,40.7439905,-74.0323626, New Jersey
Lacey,42393,42543.0,42708.0,43423.0,43947.0,44761.0,45271.0,46071.0,47309.0,49632.0,50600.0,52592.0,47.0358969,-122.8232553, Washington
Summerville town,43392,42960.0,43175.0,43982.0,44710.0,45952.0,47370.0,49227.0,50216.0,51517.0,51880.0,52549.0,33.0185039,-80.17564809999999, South Carolina
Coeur d'Alene,44137,44168.0,44292.0,45009.0,45519.0,46250.0,47629.0,48761.0,49802.0,50584.0,51210.0,52414.0,47.6734632,-116.7812225, Idaho
Oak Park village,51878,51878.0,51896.0,52013.0,52099.0,52254.0,52138.0,52405.0,52060.0,52149.0,52173.0,52381.0,41.8850317,-87.7845025, Illinois
Elkhart,50949,51908.0,51841.0,51905.0,51975.0,52157.0,52285.0,52505.0,52475.0,52372.0,52373.0,52358.0,41.6819935,-85.9766671, Indiana
Maricopa,43482,43488.0,43686.0,43866.0,44030.0,44814.0,45543.0,46109.0,46914.0,48002.0,50028.0,52127.0,33.0581063,-112.0476423, Arizona
Kentwood,48707,48701.0,48732.0,49186.0,49752.0,50352.0,50861.0,51352.0,51742.0,51781.0,51829.0,51898.0,42.8694731,-85.64474919999999, Michigan
Madison,42938,43192.0,43556.0,44304.0,45189.0,45929.0,46636.0,47170.0,48158.0,49207.0,50491.0,51593.0,34.6992579,-86.74833180000002, Alabama
Smyrna town,39974,40401.0,40568.0,41407.0,42128.0,43517.0,45731.0,46941.0,48515.0,49910.0,50748.0,51586.0,35.9828412,-86.5186045, Tennessee
Glendora,50073,50267.0,50376.0,50624.0,50795.0,51120.0,51065.0,51769.0,51882.0,51997.0,51846.0,51544.0,34.1361187,-117.865339, California
Logan,48174,48203.0,48448.0,49041.0,49094.0,49057.0,49048.0,49769.0,50621.0,51019.0,51334.0,51542.0,41.7369803,-111.8338359, Utah
Burien,33313,48081.0,48224.0,48786.0,49511.0,49915.0,50304.0,50664.0,51377.0,51992.0,51731.0,51500.0,47.4668384,-122.3405305, Washington
Perth Amboy,50814,50827.0,50918.0,51137.0,51556.0,51722.0,51832.0,51705.0,51765.0,51821.0,51677.0,51390.0,40.5067723,-74.2654234, New Jersey
Herriman,21785,21768.0,22520.0,23364.0,24378.0,26278.0,28461.0,30572.0,35049.0,39166.0,44663.0,51348.0,40.5141147,-112.0329938, Utah
Grand Island,48520,48655.0,48819.0,49401.0,49905.0,50323.0,50887.0,50959.0,51182.0,51128.0,51219.0,51267.0,40.9263957,-98.3420118, Nebraska
Placentia,50533,50915.0,50994.0,51503.0,51838.0,52105.0,52108.0,52202.0,52154.0,51916.0,51538.0,51233.0,33.8710729,-117.8627548, California
La Crosse,51320,51343.0,51376.0,51225.0,51962.0,51885.0,52145.0,52023.0,51830.0,51718.0,51491.0,51227.0,43.8137751,-91.25190169999999, Wisconsin
Battle Creek,52347,52401.0,52315.0,51991.0,51871.0,51788.0,51776.0,51556.0,51453.0,51275.0,51105.0,51093.0,42.3211522,-85.17971419999999, Michigan
Beaumont,36877,36867.0,37261.0,38514.0,39286.0,40337.0,41994.0,43479.0,45156.0,46848.0,49126.0,51063.0,33.9294606,-116.977248, California
Collierville town,43965,45599.0,45661.0,45949.0,46438.0,47359.0,48754.0,48984.0,49462.0,50252.0,50671.0,51040.0,35.042036,-89.6645266, Tennessee
West Lafayette,29596,41997.0,42052.0,42526.0,43227.0,43666.0,44975.0,46174.0,47503.0,47504.0,49019.0,50996.0,40.4258686,-86.90806549999999, Indiana
Florissant,52158,52260.0,52235.0,52430.0,52379.0,52265.0,52172.0,52072.0,51652.0,51380.0,51147.0,50952.0,38.789217,-90.322614, Missouri
Hoffman Estates village,51895,51891.0,51942.0,52147.0,52301.0,52396.0,52342.0,52098.0,51828.0,51463.0,51111.0,50932.0,42.0629915,-88.12271989999999, Illinois
Joplin,50150,50798.0,50911.0,48350.0,48483.0,48896.0,49402.0,49780.0,50192.0,50469.0,50604.0,50925.0,37.08422710000001,-94.51328099999999, Missouri
Queen Creek town,26361,26736.0,27058.0,27602.0,28148.0,30424.0,33011.0,35534.0,38850.0,43227.0,47123.0,50890.0,33.2486083,-111.6345554, Arizona
Aliso Viejo,47823,47674.0,47801.0,48474.0,49038.0,49538.0,49542.0,49499.0,50858.0,50982.0,51206.0,50887.0,33.5684605,-117.7262981, California
Kannapolis,42625,42621.0,42699.0,43169.0,43769.0,44385.0,45310.0,46311.0,47577.0,48774.0,49770.0,50841.0,35.4873613,-80.6217341, North Carolina
Methuen Town,47255,47328.0,47445.0,47798.0,48129.0,48706.0,49384.0,49797.0,49953.0,50308.0,50565.0,50706.0,42.7262016,-71.1908924, Massachusetts
Galveston,47743,47741.0,47793.0,47555.0,48100.0,48658.0,49251.0,49691.0,50186.0,50569.0,50396.0,50446.0,29.3013479,-94.7976958, Texas
Mishawaka,48252,48236.0,48203.0,48106.0,48045.0,48111.0,48260.0,48279.0,48814.0,48984.0,49810.0,50363.0,41.6619927,-86.15861559999999, Indiana
Plainfield,49808,49595.0,49667.0,49816.0,49972.0,50223.0,50315.0,50464.0,50276.0,50367.0,50430.0,50317.0,40.6337136,-74.4073736, New Jersey
Newark,47573,47558.0,47614.0,47720.0,47809.0,48034.0,48283.0,48592.0,48946.0,49471.0,50001.0,50315.0,40.0581205,-82.4012642, Ohio
Stillwater,45688,45721.0,45762.0,46264.0,46723.0,47426.0,48454.0,49135.0,49769.0,50039.0,50479.0,50299.0,36.1156071,-97.0583681, Oklahoma
Twin Falls,44125,44320.0,44517.0,44851.0,45088.0,45846.0,46480.0,47280.0,48287.0,49298.0,49713.0,50197.0,42.5558381,-114.4700518, Idaho
Texas City,45099,45084.0,45284.0,45179.0,45577.0,45900.0,46383.0,47299.0,47994.0,48417.0,49078.0,50094.0,29.383845,-94.9027002, Texas
Cerritos,49041,49043.0,49042.0,49223.0,49384.0,49507.0,49532.0,49546.0,50346.0,50697.0,50288.0,49859.0,33.8583483,-118.0647871, California
Coral Gables,46780,46746.0,46963.0,47613.0,49049.0,49762.0,50176.0,50275.0,50396.0,50628.0,50125.0,49700.0,25.7491968,-80.2635411, Florida
Enid,49379,49385.0,49530.0,49529.0,50018.0,50787.0,51113.0,51478.0,50869.0,50132.0,49723.0,49688.0,36.3955891,-97.8783911, Oklahoma
Lakewood,52131,52131.0,52026.0,51662.0,51400.0,51257.0,51088.0,50811.0,50528.0,50211.0,50012.0,49678.0,41.4819932,-81.7981908, Ohio
Troy,50129,50162.0,50081.0,50020.0,49848.0,49921.0,49968.0,49776.0,49597.0,49433.0,49354.0,49154.0,42.7284117,-73.69178509999999, New York
Saginaw,51508,51469.0,51363.0,51012.0,50728.0,50272.0,49798.0,49230.0,48902.0,48696.0,48310.0,48115.0,43.4194699,-83.9508068, Michigan
Niagara Falls,50193,50031.0,49996.0,49760.0,49526.0,49328.0,49083.0,48769.0,48526.0,48249.0,48012.0,47720.0,43.0962143,-79.0377388, New York
Charleston,51400,51340.0,51274.0,50992.0,50858.0,50657.0,50133.0,49457.0,48789.0,48040.0,47172.0,46536.0,38.3498195,-81.6326234, West Virginia
